Song,Nation,Year,BPM
Royal House - Dirty beats,USA,1988,123.046875
Royal House - Get Funky,USA,1990,123.046875
Royal House - Get Funky (Club),USA,1989,126.04801829268294
Royal House - Get Funky U.K. Style,USA,1990,120.18531976744183
Royal House - Going Out Of My Mind,USA,1990,120.18531976744183
Royal House - Hook And Sling,USA,1990,107.666015625
Royal House - I Can't Quite Understand,USA,1990,124.0
Royal House - I'll Do Anything,USA,1990,120.18531976744181
Royal House - Key the pulse,USA,1988,123.046875
Royal House - Key The Pulse (Club Rub Dub Rub),USA,1987,123.046875
Royal House - Let Your Body Take Control,USA,1990,120.18531976744184
Royal House - Let's Take It Slow,USA,1990,107.666015625
Royal House - Party People,USA,1988,123.046875
Royal House - Party People (Club Rub Dub Rub),USA,1987,123.046875
Royal House - The chase,USA,1988,106.0
Royal House - The journey,USA,1988,135.99917763157896
Royal House - This is Royal House,USA,1988,135.99917763157893
Royal House - Trust,USA,1990,95.0
Royal House - Yeah buddy,USA,1988,123.046875
Royal House feat. Ian Star - A Better Way,USA,1988,120.18531976744183
Rythim Is Rythim - Beyond The Dance (Bizzarro Mix),USA,1989,129.19921875
Rythim Is Rythim - Beyond The Dance (Cult Mix),USA,1989,126.0480182926829
Rythim Is Rythim - Drama,USA,1990,129.19921875
Rythim Is Rythim - Emanon,USA,1990,129.19921875
Rythim Is Rythim - Feel Surreal (Subconscious Mix),USA,1988,125.0
Rythim Is Rythim - It Is What It Is (Majestic Mix),USA,1988,123.046875
Rythim Is Rythim - Move It (Only Mix),USA,1987,123.046875
Rythim Is Rythim - Nude Photo,USA,1987,123.046875
Rythim Is Rythim - Strings (Flam-Boy-Ant Mix),USA,1987,129.19921875
Rythim Is Rythim - Strings Of Life,USA,1987,123.046875
Rythim Is Rythim - The Beginning (Aztec Mix),USA,1990,129.19921875
S.D.W. feat. Jovonn - Where Did House Go (Did House Mix),USA,1993,123.046875
S.R.-1 - Da Rhythm (Da House Mix) ,USA,1992,120.18531976744183
S.R.-1 - Da Rhythm (Strictly Rhythm Mix),USA,1992,120.18531976744181
S.R.-1 - You Got The Love (House Mix),USA,1992,117.45383522727273
S.R.-1 - You Got The Love (Swing Mix) ,USA,1992,117.45383522727273
Sandi Castillo Feat. The Force - Promise Me (Club mix),USA,1993,126.04801829268291
Sandi Castillo Feat. The Force - Promise Me (Dub mix),USA,1993,126.04801829268291
Sandi Castillo Feat. The Force - Promise Me (Spinnin' Double J Mix),USA,1993,129.19921875
Sandy B - Feel Like Singin' (B.O.P. 'Till You Drop Mix),USA,1992,120.18531976744183
Sandy B - Feel Like Singin' (B.O.P. If You Like It Hard),USA,1992,120.18531976744181
Sandy B - Feel Like Singin' (Def Classic Mix),USA,1992,120.18531976744183
Sandy B - Feel Like Singin' (Erotica Mix),USA,1992,120.18531976744181
Santonio - Ask What You Can Do For Your Country,USA,1991,124.52936746987955
Santonio - Bass To Bass,USA,1992,126.04801829268291
Santonio - Deep Cover (Disco Mix),USA,1994,126.04801829268291
Santonio - Funky (Funky Time Mix) ,USA,1991,126.04801829268288
Santonio - I Need Relief,USA,1994,126.0480182926829
Santonio - Images (ALF Dub Mix) ,USA,1991,123.046875
Santonio - Images (Santonio Mix),USA,1991,129.19921875
Santonio - Over And Over,USA,1994,123.046875
Santonio - That's Where It's At ,USA,1991,129.19921875
Santonio - Visions Of Music,USA,1992,126.0480182926829
Santonio - Visions Of Music (Manuel Mix),USA,1992,122.0
Santonio - Visions Of Music (Techno Soul Mix) ,USA,1992,123.046875
Sax - Don't Turn Your Back On Me (Funny Bone Mix),USA,1990,125.0
Sax - Don't Turn Your Back On Me (Halloween Mix),USA,1990,123.046875
Sax - Don't You Want Some More,USA,1991,123.046875
Sax - Holdin On (Urban House Dub),USA,1992,123.046875
Sax - House Is A Feelin,USA,1991,123.046875
Sax - I Need A Fix,USA,1991,123.046875
Sax - If You Wanna Ride,USA,1991,123.046875
Sax - Jazz Anthem,USA,1991,117.4538352272727
Sax - Jazz Tazz ,USA,1991,123.046875
Sax - Make It Right,USA,1991,123.046875
Sax - No Pares (Don't Stop) (Extended Mix),USA,1992,123.046875
Sax - Soul In The Mix,USA,1991,107.666015625
Sax - Special Groove,USA,1991,126.04801829268291
Sax - The Journey (Part 2),USA,1991,117.45383522727273
Sax - The Movement,USA,1991,101.33272058823525
Sax - This Will Be Mine ,USA,1991,117.45383522727273
Schematics - Division 1,USA,1992,124.0
Schematics - Shock Therapy,USA,1992,135.99917763157896
Schematics - The Game (Is Still The Same) ,USA,1992,132.51201923076925
Scrappy - Don't You Wanna Dance (Club Mix),USA,1990,123.046875
Scrappy - Don't You Wanna Dance (Dub),USA,1990,123.046875
Scrappy - Freeze (Credit Power Dub) ,USA,1988,123.046875
Scrappy - Freeze (Limelight Mix) ,USA,1988,123.046875
Scrappy - Freeze (Mad Dog Dub),USA,1988,122.0
Scrappy - Freeze (Scrappy Mix) ,USA,1988,120.18531976744183
Scrappy - This Thang (Boner Beats),USA,1990,129.19921875
Scrappy - This Thang (Crystal Thang),USA,1990,129.19921875
Scrappy - This Thang (Graceland Thang),USA,1990,129.19921875
Scrappy Feat. Wet Box - Love Motion (Crystal Motion) (House Mix),USA,1989,120.1853197674418
Scrappy Feat. Wet Box - Love Motion (Diversey St. Trip) (Acid Love),USA,1989,122.0
Scrappy Feat. Wet Box - Love Motion (Hip House Motion),USA,1989,122.0
Screamin' Rachael - Rock Me (The Marshall Jefferson Deep Underground Dub),USA,1990,123.046875
Screamin' Rachael - Rock Me (Vocal Mix),USA,1990,123.046875
"Screamin' Rachael - Rock Me (X-Rated, Uncensored Mix)",USA,1990,123.046875
Seduction - Two To Make It Right (C&C Greatest Mix),USA,1992,114.84375
Separate Minds - 1st Bass,USA,1988,126.04801829268291
Separate Minds - Can You Feel The Difference ,USA,1988,126.04801829268291
Separate Minds - We Need Somebody,USA,1988,124.0
Separate Minds - You Ask For It ,USA,1988,117.45383522727272
Shades of Sound - Drunk Horn,USA,1992,123.046875
Shades of Sound - Happy Jazz (Instrumental),USA,1992,123.046875
Shades of Sound - Happy Jazz (Mad Hatter Mix),USA,1992,123.046875
Shades of Sound - Utopia,USA,1992,123.046875
Shake - 5 Percent Solution,USA,1993,126.04801829268291
Shake - Day Of Reckoning,USA,1993,126.0480182926829
Shake - Mindless Entertainment,USA,1993,123.046875
Shake - My Mantra,USA,1993,123.046875
Shake - My Name Is Binky ,USA,1993,128.0
Shake - Thats What I Want (A Mix),USA,1993,120.1853197674418
Shake - Thats What I Want (Different Mix),USA,1993,122.0
Shake - The Ying & Yang (Frictional Mix),USA,1993,122.0
Shakir - Sequence 10 ,USA,1988,125.0
Shamen Vs. Bam Bam - Transcendental,USA,1988,129.19921875
Shamen Vs. Bam Bam - Transcendental (House Mix),USA,1988,129.19921875
Shannon - Rain Song (Rain 'E' Vocal Mix),USA,1992,123.046875
Shannon - Rain Song (Ralphi Rosario's Stormy Weather Mix),USA,1992,123.046875
Shannon - Rain Song (Ralphi's Cloudy Day Dub),USA,1992,120.0
Shannon - Rain Song (Smoove Shower Dub),USA,1992,123.046875
Sharkimaxx - Clashback (Demented Aphrohead Mix),USA,1994,134.23295454545453
Sharkimaxx - Clashback (Housecat Soundclash Mix),USA,1994,134.23295454545453
Shey Alexander - You Put A Spell On Me (4 On The Floor Underground Hex Mix),USA,1993,123.046875
Shey Alexander - You Put A Spell On Me (Original Vocal Mix),USA,1993,123.046875
Shey Alexander - You Put A Spell On Me (Power Mix),USA,1993,123.046875
Shey Alexander - You Put A Spell On Me (Underground Inc. Mix),USA,1993,123.046875
Shock Wave - The Mental Track (Mental Beats),USA,1992,120.18531976744181
Shock Wave - The Mental Track (The Love And Sex Mix),USA,1992,120.18531976744181
Shock Wave - The Mental Track (The Simon Pitch Mix),USA,1992,120.1853197674418
Shop - Nitwit,USA,1992,129.19921875
Shop - Surreal (O.D.'s Pre Mix),USA,1992,135.99917763157893
Signal to Noise Ratio - Collision (A Rage In Brooklyn Mix),USA,1991,126.04801829268291
Signal to Noise Ratio - Detroit Is Burning,USA,1991,122.0
Signal to Noise Ratio - Hypnomatic,USA,1991,126.04801829268291
Signal to Noise Ratio - Rave Signal (A Rage In Eindhoven Mix),USA,1991,125.0
Sinnamon - Always There (Always In My Life) (Vocal),USA,1990,103.359375
Sinnamon - I Like The Way (You Make Me Feel) (Vocal House Mix),USA,1992,120.18531976744181
Sinnamon - It's Partytime Tonite,USA,1990,120.18531976744181
Sinnamon - Thanks To You,USA,1993,120.18531976744183
Sinnamon - Thanks to You (Hip House Version),USA,1990,123.046875
Sinnamon - Thanks To You (House Mix),USA,1989,123.046875
Sinnamon - When I Think Of You (Club Version),USA,1994,123.046875
Sinnamon - When I Think Of You (House Version),USA,1994,123.046875
Sinnamon - You'll Never Find Another Love (Vocal 12'' Mix),USA,1992,109.95678191489358
Sir James - Special (Club Mix),USA,1989,123.046875
Sir James - Special (Piano Dub) ,USA,1990,120.18531976744181
Sir James - Special (Pumped-Up Mix) ,USA,1990,120.18531976744181
Sir James - Special (Trance Mix) ,USA,1990,120.1853197674418
Sitting Pretty - Jump To The Rhythm,USA,1989,123.046875
Sitting Pretty - Krazee Rhythms (Club Mix) ,USA,1991,121.0
Sleezy D - I've Lost Control,USA,1986,123.046875
Sleezy D - I've Lost Control (Space Mix),USA,1986,120.18531976744183
Smack Productions Feat. Lord Barron - Holiday (Sensory Club Mix),USA,1994,123.046875
Smack Productions Feat. Lord Barron - Holiday (Smack Vocal),USA,1994,123.046875
Smokin' Gang - Crazy Claps ,USA,1989,123.046875
Smokin' Gang - Latin House,USA,1989,123.046875
Smokin' Gang - Move Your Big Booty (Acid),USA,1989,123.046875
Smokin' Gang - Take It From The Top,USA,1989,123.046875
"Smokin' Gang Feat. DJ Jack Boy, Rapper - Just Rock (Rap House Anthem) ",USA,1989,123.046875
Smooth Stan Smith - 2 Smooth,USA,1994,132.51201923076925
Sophie B. Hawkins - Right Beside You (Classic Club Mix),USA,1994,126.04801829268288
Soulboy - Harmonica Track (Generation Mix),USA,1991,120.18531976744183
Soulboy - Harmonica Track (Hooked Up Dub),USA,1991,120.18531976744181
Soulboy - Love Or Lust (Love Mix) ,USA,1991,120.0
Soulfingerz - Harlem Nights,USA,1994,123.046875
Soulfingerz - I Gotz The Feel'in,USA,1994,126.04801829268293
Soulfingerz - I'm Here For You,USA,1994,122.0
Sound Advice Feat. Keith Thompson - Love And Understanding (Diesel Dub),USA,1993,120.18531976744181
Sound Advice Feat. Keith Thompson - Love And Understanding (Grunge Mix),USA,1993,120.18531976744181
Sound Advice Feat. Keith Thompson - Love And Understanding (Just Right Dub),USA,1993,120.18531976744181
Sound Advice Feat. Keith Thompson - Love And Understanding (Just Right Vocal),USA,1993,120.1853197674418
Sound Design - Can You Feel It (Re-Edit),USA,1992,123.046875
Sound Design - Funky Brass (UK Mix),USA,1992,126.04801829268293
Sound Design - Get It Right,USA,1992,129.19921875
Sound Design - I Need Ya (Remix),USA,1992,123.046875
Sound Design - It's Gonna,USA,1992,123.046875
Sound Design - Keep On,USA,1992,123.046875
Sound Design - Make The Beat Pound,USA,1992,126.04801829268291
Sound Design - Razen Theme,USA,1992,123.046875
Sound Design - Searchin',USA,1992,120.18531976744183
Sound Design - The Max (Little Louie Live) ,USA,1992,123.046875
Sound Of One - As I Am (Factory on-air Edit),USA,1993,123.046875
Sound Of One - As I Am (Junior Style Dub),USA,1993,123.046875
Sound Of One - As I Am (Nice & Stoned Classic Mix),USA,1993,123.046875
Sound Of One - As I Am (Piano House),USA,1993,123.046875
Sound Of One - As I Am (Roger's Uplifting Dub),USA,1993,123.046875
Sound Of One - As I Am (Sound Factory Mix),USA,1993,123.046875
Sound Of One - As I Am (Todd Edwards N.Y Dub),USA,1993,132.51201923076928
Soundshaft - Get Up (Egotrip Mix),USA,1991,123.046875
Soundshaft - Get Up (One Step Beyond Mix),USA,1991,123.046875
Soundshaft - Get Up (Raw Mix),USA,1991,126.0480182926829
Soundz Bizzarre - Scat (Live Mix),USA,1992,124.52936746987952
Soundz Bizzarre - Scat (On The Spot Mix),USA,1992,123.046875
Soundz Bizzarre - Scat (Scatty Catty Mix),USA,1992,123.046875
Spanky Presents Phaze 23 - United States Of Acid (Phaze Out!),USA,1994,126.0480182926829
Spanky Presents Phaze 23 - United States Of Acid (Proffessor Traxx Mix),USA,1994,125.0
Spanky Presents Phaze 23 - United States Of Acid (The Original),USA,1994,126.0480182926829
Spanky Presents Phaze 23 - United States Of Acid (U.S.A. Mix),USA,1994,126.04801829268291
Spatial Understanding - Heartbeat,USA,1992,123.046875
"Spatial Understanding - Red Light, Green Light (Go!! Mix)",USA,1992,124.52936746987957
"Spatial Understanding - Red Light, Green Light (Stopp!! Mix)",USA,1992,120.18531976744181
Spike Rebel & I.C.E. - Get On Up (The Acidic Jack Track),USA,1989,120.18531976744183
Spike Rebel & I.C.E. - House Rap (Rick's Clubhouse Mix),USA,1989,122.0
Spike Rebel & I.C.E. - House Rap (The I.C.E. Vocal Mix),USA,1989,122.0
Spring - Independence (Original Mix),USA,1994,123.046875
Spring - Independence (Rob-Wall Mix),USA,1994,123.046875
Spring - Independence (Smack That Dub),USA,1994,123.046875
Spring - No Time (For Crying) (12'' Mix),USA,1992,123.046875
Spring - No Time (For Crying) (Basement Mix),USA,1992,123.046875
States of Mind - Audio Q5A,USA,1990,120.1853197674418
States of Mind - Chant 90,USA,1990,128.0
States of Mind - Element of tone (Raw tone mix),USA,1990,126.0480182926829
States of Mind - Elements of tone (Beep-a-pella),USA,1990,125.0
States of Mind - Elements of tone (J's a mix),USA,1990,126.04801829268293
States of Mind - Elements of tone (Richie's dream mix),USA,1990,126.04801829268293
States of Mind - You like that_,USA,1990,126.04801829268293
Status Control - Come Get Me If You Want Me (Swing Mix),USA,1991,124.0
Status Control - Interspect (Groove Authority Mix),USA,1991,129.19921875
Status Control - Interspect (Heavy Raters Mix),USA,1991,129.19921875
Status Control - Interspect (Loop Da Loop Mix),USA,1991,129.19921875
Steve 'Silk' Hurley - Back to jack your body,USA,1992,129.19921875
Steve 'Silk' Hurley - Jack Your Body (Original Mix),USA,1986,123.046875
Steve 'Silk' Hurley - Melody (Underground Mix),USA,1992,117.45383522727272
Steve 'Silk' Hurley feat. Jamie Principle - Cold World (Extended Mix),USA,1989,120.18531976744181
Steve 'Silk' Hurley feat. M. Doc - It's Percussion,USA,1988,126.0480182926829
Steve Harvey - Body & Soul (Maurice's Dub),USA,1992,123.046875
Steve Harvey - Body & Soul (Ralphie's Quench Mix),USA,1992,123.046875
Steve Poindexter - 190 Octane,USA,1992,126.04801829268293
Steve Poindexter - Body Heat,USA,1991,126.04801829268291
Steve Poindexter - Born To Freak ,USA,1989,126.04801829268291
Steve Poindexter - Chillin' With The 'P' ,USA,1989,125.0
Steve Poindexter - Chillin' With The P (Mad Maxx Mixx),USA,1992,132.0
Steve Poindexter - Computer Madness ,USA,1989,126.04801829268293
Steve Poindexter - Feen For Rhythm,USA,1989,123.046875
Steve Poindexter - H 20,USA,1992,123.046875
Steve Poindexter - Happy Stick ,USA,1991,123.046875
Steve Poindexter - Mainiac,USA,1989,129.19921875
Steve Poindexter - Mental Problems,USA,1991,123.046875
Steve Poindexter - Short Circuit,USA,1989,126.04801829268293
Steve Poindexter - Short Circuit (Original Uncut Version) ,USA,1991,129.19921875
Steve Poindexter - State Of Shock ,USA,1991,123.046875
Steve Poindexter - Suburban Man ,USA,1992,123.046875
Steve Poindexter - The Rhythm ,USA,1989,126.04801829268293
Steve Poindexter - Whiplash ,USA,1991,129.19921875
Steve Poindexter - Work That Mutha Fucker ,USA,1989,135.99917763157896
Steve Silk Hurley -  Work It Out,USA,1989,123.046875
Stimulation - Shattered (Dub),USA,1986,120.18531976744181
Stimulation - Shattered (Instrumental),USA,1986,122.0
Stimulation - Shattered (Vocal),USA,1986,120.18531976744181
Strait 2 DAT - Electric Native,USA,1993,120.18531976744181
Strait 2 DAT - I Did This 4 Da Shelter,USA,1993,120.18531976744183
Strait 2 DAT - It's 3;00,USA,1993,120.18531976744181
Strait 2 DAT - You're In Da House,USA,1993,120.18531976744184
Strictly Hype - Here We Go Again (LNR's Clubhouse Mix),USA,1990,123.046875
Suburban Knight - Infra Red Spectrum,USA,1993,132.51201923076925
Suburban Knight - Magnetic Timetable,USA,1993,132.51201923076925
Suburban Knight - Nocturbulous,USA,1993,132.51201923076925
Suburban Knight - The Art Of Stalking (Stalker Mix),USA,1990,127.60416666666673
Suburban Knight - The Groove (Pan Mix),USA,1987,123.046875
Suburban Knight - The World's,USA,1990,127.60416666666673
Sundiata O.M. - Come Together (Mix 1),USA,1994,126.04801829268291
Sundiata O.M. - Come Together (Mix 3),USA,1994,123.046875
Sundiata O.M. - Come Together (Mix 4),USA,1994,123.046875
Susan Clark Feat. Stimulation - Deeper (111 East House Mix) ,USA,1991,120.18531976744183
Susan Clark Feat. Stimulation - Deeper (Club Mix) ,USA,1991,117.45383522727272
Susan Clark Feat. Stimulation - Deeper (Danny Tenaglia Extended Club Remix),USA,1991,120.18531976744181
Susan Clark Feat. Stimulation - Deeper (Kaoz 6.23 House Mix) ,USA,1991,120.18531976744181
Susan Clark Feat. Stimulation - Deeper (Underground Diva Mix),USA,1991,117.45383522727273
Swan Lake - In The Name Of Love (Club Mix),USA,1988,123.046875
Swan Lake - In The Name Of Love (Rubber Dub),USA,1988,123.046875
Swan Lake - The Dream (1018 Mix),USA,1988,123.046875
Swan Lake - The Dream (54 Dub Mix),USA,1988,123.046875
Symbols & Instruments - Mood (Metaphysical Mix),USA,1989,128.0
Symbols & Instruments - Mood (Optimystic Mix),USA,1989,126.0480182926829
Symbols & Instruments - Science Of Numbers (Original Mix),USA,1989,126.04801829268291
Symbols & Instruments - Tear Drops Of Yesterday (Extended Mix) ,USA,1989,126.04801829268291
T.H.D. - Bustier (Mix By B. Bonds),USA,1993,117.4538352272727
T.H.D. - Bustier (Mix By Boyer),USA,1993,117.45383522727272
T.H.D. - Dialogue,USA,1993,123.046875
T.H.D. - Elation (B. Bonds Mix),USA,1993,123.046875
T.H.D. - Elation (Boyer Mix) ,USA,1993,123.046875
T.H.D. - Tendency To Swing (Just Add Water Mix),USA,1993,123.046875
T.H.D. - Tendency To Swing (Swingest Mix) ,USA,1993,123.046875
T.H.D. - The THD Experiment (Mind Root),USA,1993,129.19921875
T.H.D. - The THD Experiment (Tension),USA,1993,123.046875
T.H.D. - We Got A Love (Shake'm Down Mix),USA,1993,133.0
T.H.D. - We Got A Love (Smooved Out Mix),USA,1993,123.046875
T.H.D. - _Sleep Deprivation (Claude Young's Mix) ,USA,1994,120.18531976744183
T.H.D. – Solitaire (Shake's Mix),USA,1994,120.1853197674418
T.J. - I Dub Again (Basement Mix),USA,1987,123.046875
T.J. - Liar (Acidic Twiddlings Mix),USA,1990,123.046875
T.J. - Liar Liar (Hellfire Mix),USA,1990,123.046875
Take One - Don't You Want Some Good Times (Club Time Mix),USA,1992,123.046875
Take One - Don't You Want Some Good Times (Metro Time Mix),USA,1992,123.046875
Take One - Say My Name (I Don't Think So) (Instrumental Groove Mix),USA,1992,123.046875
Take One - Say My Name (I Don't Think So) (Morel And Bobby 'D' Metro Mix),USA,1992,123.046875
Talena Mix - Feel My Body (Instrumental) ,USA,1994,120.1853197674418
Talena Mix - Feel My Body (Vocal Mix) ,USA,1994,120.18531976744181
Talena Mix - You Gotta Love Me (Instrumental) ,USA,1994,121.0
Talena Mix - You Gotta Love Me (Vocal Mix),USA,1994,121.0
Tamara Knight - More Love (Never Too Much For Me) (12'' Mix),USA,1990,114.84375
Tamara Knight - More Love (Never Too Much For Me) (Yvonne's Alternative Mix),USA,1990,114.84375
Tech Nine - Slam Jam (Static Dub Mix) ,USA,1991,123.046875
Tech Nine - Slam Jam (The Everlast Mix),USA,1991,123.046875
Ten City - All I Want,USA,1994,74.0
Ten City - All Loved Out,USA,1992,117.45383522727273
Ten City - All This Love,USA,1994,103.359375
Ten City - Close And Slow,USA,1989,129.19921875
Ten City - Come This Way Again,USA,1992,88.0
Ten City - Deep Kiss (Extended Version) ,USA,1992,120.18531976744181
Ten City - Destiny,USA,1990,120.18531976744183
Ten City - Devotion (Bam Bam's House Mix),USA,1987,120.18531976744181
Ten City - Devotion (Club Mix),USA,1987,120.18531976744181
Ten City - Devotion (Paradise Revisited UK Mix),USA,1989,126.0480182926829
Ten City - Fantasy (Extended Mix),USA,1993,119.0
Ten City - Fantasy (Funky Ginger Mix),USA,1993,105.46875
Ten City - Fantasy (Herbie's Hub-A-Dub),USA,1993,120.18531976744183
Ten City - Fantasy (Interactive Dub),USA,1993,120.18531976744183
Ten City - Fantasy (Masters At Work 12''),USA,1993,120.18531976744181
Ten City - Fantasy (Masters At Work Dub),USA,1993,120.18531976744181
Ten City - Fantasy (Shelter 4 A.M. Mix) ,USA,1993,120.18531976744181
Ten City - For You,USA,1989,120.18531976744183
Ten City - Foundation,USA,1989,120.18531976744183
Ten City - Goin' Up In Smoke (LP Mix),USA,1994,123.046875
Ten City - Goin' Up In Smoke (Resurrection Dub),USA,1994,123.046875
Ten City - Goin' Up In Smoke (Revelation Mix),USA,1994,123.046875
Ten City - Goin' Up In Smoke (Salvation Dub),USA,1994,123.046875
Ten City - Goin' Up In Smoke (Salvation Mix),USA,1994,123.046875
Ten City - I Should Learn To Love You (Extended Mix),USA,1990,123.046875
Ten City - It Ain't No Big Thing,USA,1990,112.34714673913047
Ten City - Joy & Pain,USA,1993,123.046875
Ten City - Livin' Easy,USA,1990,109.95678191489355
Ten City - Love In A Day,USA,1994,120.18531976744184
Ten City - Midnight,USA,1992,120.18531976744183
Ten City - My Peace Of Heaven (Album Version),USA,1992,120.1853197674418
Ten City - My Peace Of Heaven (Demo Mix),USA,1992,120.18531976744181
Ten City - My Peace Of Heaven (International Mix),USA,1992,120.18531976744181
Ten City - Nothing's Changed (Instrumental) ,USA,1990,117.45383522727273
Ten City - One Kiss Will Make It Better (House Mix),USA,1988,103.359375
Ten City - Only Time Will Tell (In Time Somewhere Mix),USA,1992,120.18531976744181
Ten City - Only Time Will Tell (Mobgyn Mix),USA,1992,139.67483108108104
Ten City - Only Time Will Tell (Obgyn Mix),USA,1992,139.67483108108104
Ten City - Only Time Will Tell (Original Demo Version),USA,1992,117.45383522727272
Ten City - Only Time Will Tell (Original Remix Version),USA,1992,120.18531976744181
Ten City - Put Love Where You Want It,USA,1990,84.0
Ten City - Right Back To You (Extended Mix),USA,1988,120.0
Ten City - Right Back To You (Extended Version),USA,1989,120.18531976744181
Ten City - Right Back To You (NY Mix),USA,1989,120.18531976744181
Ten City - Satisfaction,USA,1989,123.046875
Ten City - Say Something,USA,1994,117.45383522727272
Ten City - Say Something (Classic Mix),USA,1994,123.046875
Ten City - Say Something (LP Extended),USA,1994,117.45383522727272
Ten City - School Me ,USA,1992,132.51201923076925
Ten City - She All That And More,USA,1992,114.84375
Ten City - State Of Mind,USA,1990,114.84375
Ten City - Superficial People (Extended Remix),USA,1990,105.46875
Ten City - Superficial People (Hurley's Deep House Instrumental) ,USA,1990,117.45383522727273
Ten City - Superficial People (Hurley's Deep House Remix),USA,1990,117.45383522727273
Ten City - Superficial People (U.K. 12'' Remix),USA,1990,105.46875
Ten City - Suspicious (Dub Mix),USA,1989,120.18531976744181
Ten City - Suspicious (Extended Version),USA,1989,117.4538352272727
Ten City - That's The Way Love Is (Acieed Mix-Edited Version),USA,1989,120.18531976744181
Ten City - That's The Way Love Is (Deep House mix),USA,1989,120.18531976744181
Ten City - That's The Way Love Is (Underground mix) ,USA,1989,120.18531976744181
Ten City - The Way You Make Me Feel (Hump Mix),USA,1994,103.359375
Ten City - Thick & Thin,USA,1992,123.046875
Ten City - Under You ,USA,1994,103.359375
Ten City - What My Love Can Do,USA,1994,86.0
Ten City - Whatever Makes You Happy (Happy Club Mix),USA,1990,120.18531976744183
Ten City - Whatever Makes You Happy (New York City Mix),USA,1990,120.18531976744183
Ten City - Whatever Makes You Happy (Underground Dance Mix),USA,1990,120.18531976744181
"Ten City - When I'm Gone, I'm Gone",USA,1994,92.0
Ten City - Where Do We Go (Dance Remix Edit),USA,1989,114.84375
Ten City - Where Do We Go (Earl Young's Revenge) ,USA,1989,120.18531976744183
Ten City - Where Do We Go (House Of Trix Piano Remix),USA,1989,114.84375
Ten City - You Must Be The One,USA,1989,120.18531976744183
Ten City - You Need A Love Of Your Own,USA,1992,117.45383522727273
Ten City - You'll Never Know Lonely ,USA,1992,120.18531976744181
Ten City Presents Dj Shon - Rejoice (Mike Dunn's 4 Funn Remix),USA,1992,120.18531976744181
Ten City Presents Dj Shon - Rejoice (Mike Dunn's Instrumental),USA,1992,120.18531976744183
Ten City Presents Dj Shon - Rejoice (The Utopia Dub Mix),USA,1992,120.18531976744181
Terrance Parker - Beyond (Deeper Love) (Seven Grand Ballroom Dub Mix),USA,1994,120.18531976744181
Terrance Parker - Beyond (Deeper Love) (The Disciples Of Jovan Blade Mix),USA,1994,123.046875
Terrance Parker - Beyond (Deeper Love) (TP's Vocal Vibe Mix),USA,1994,120.18531976744181
Terrance Parker - Come With Me ,USA,1992,120.18531976744181
Terrance Parker - Hold On (Garage Mix) ,USA,1992,120.18531976744183
Terrance Parker - Hold On (Seven Grand's 94 Remix),USA,1994,126.04801829268288
Terrance Parker - I Wanna Get Cha (Disco Revisited's Remix),USA,1993,123.046875
Terrance Parker - I Wanna Get Cha (The Grand Ballroom Mix),USA,1993,126.0480182926829
Terrance Parker - I Wanna Get Cha (The Grand Instrumental Mix),USA,1993,123.046875
Terrance Parker - I Wanna Get Cha (TP's Laid Back In The Groove Mix),USA,1994,123.046875
Terrance Parker - Set Me Free (Disco Revisited Is Free Mix),USA,1994,126.0480182926829
Terrance Parker - Set Me Free (Seven Grand Ballroom Mix),USA,1994,129.19921875
Terrance Parker - Set Me Free (TP's Spiritual Freedom Dub Mix),USA,1994,123.046875
Terrence Parker & Claude Young Jr - Untitlted 1 (The 4 Play EP),USA,1993,120.18531976744181
Terrence Parker & Claude Young Jr - Untitlted 2 (The 4 Play EP),USA,1993,120.18531976744183
Terrence Parker & Claude Young Jr - Untitlted 3 (The 4 Play EP),USA,1993,126.04801829268291
Terrence Parker & Claude Young Jr - Untitlted 4 (The 4 Play EP),USA,1993,126.04801829268293
Terrence Parker - Beyond (Deeper Love) (Seven Grand Ballroom Dub Mix),USA,1994,120.18531976744181
Terrence Parker - Beyond (Deeper Love) (The Disciples Of Jovan Blade Mix),USA,1994,123.046875
Terrence Parker - Beyond (Deeper Love) (TP's Vocal Vibe Mix),USA,1994,120.18531976744181
Terrence Parker - Call My Name,USA,1992,120.18531976744183
Terrence Parker - Come With Me ,USA,1992,120.18531976744181
Terrence Parker - Hold On (Garage Mix) ,USA,1992,120.18531976744183
Terrence Parker - Hold On (Seven Grand's 94 Remix),USA,1994,126.04801829268288
Terrence Parker - Hold On (Spiritual Mix),USA,1992,129.19921875
Terrence Parker - I Wanna Get Cha (Disco Revisited's Remix),USA,1993,123.046875
Terrence Parker - I Wanna Get Cha (The Grand Ballroom Mix),USA,1993,126.0480182926829
Terrence Parker - I Wanna Get Cha (The Grand Instrumental Mix),USA,1993,123.046875
Terrence Parker - I Wanna Get Cha (TP's Laid Back In The Groove Mix),USA,1994,123.046875
Terrence Parker - Now Is The Time,USA,1991,120.18531976744181
Terrence Parker - Now Is The Time,USA,1992,120.18531976744181
Terrence Parker - Set Me Free (Disco Revisited Is Free Mix),USA,1994,126.0480182926829
Terrence Parker - Set Me Free (Seven Grand Ballroom Mix),USA,1994,129.19921875
Terrence Parker - Set Me Free (TP's Spiritual Freedom Dub Mix),USA,1994,123.046875
